518,-8865,3236,8705,13763,1948
-1346,-7741,2833,7207,13911,2849
-1007,-7199,2298,6677,14095,2636
-2425,-6575,1709,6468,13817,2774
-3338,-7272,2343,4254,9707,2519
-2385,-8015,2271,6141,10960,2212
-2522,-6547,5074,10937,12135,2218
-4073,-8148,2885,7781,10791,2911
-3865,-9795,-1487,4427,12829,3279
-1301,-9359,4299,9929,13255,3479
2331,-8178,8737,13645,12577,2701
-1095,-8194,6482,12603,11215,2281
-1302,-6954,5893,11307,12673,2107
-1174,-7289,5477,9326,12231,3196
-760,-7476,3708,7364,12265,2452
195,-7935,2504,6521,9707,2493
-2054,-8708,1607,5878,10412,2279
-1717,-8955,2571,6218,12133,2855
-3167,-8122,2059,6972,13331,2625
-3557,-7175,2797,7504,13907,2749
-2051,-6217,3753,8405,14149,3071
-539,-7293,3482,7677,12403,3133
-2147,-8537,4111,8917,12416,2582
-3061,-7983,4347,8467,8950,2767
-1481,-8524,3204,7962,12004,1888
-2965,-7019,3261,8718,13997,3033
-755,-7513,3431,9577,13541,2792
-409,-8099,5704,9803,13592,2740
-1857,-8463,4189,7288,11834,2844
-1025,-8359,1995,6401,12061,2737
-1883,-8460,3547,8549,11252,2761
-2518,-7640,4475,9256,11962,2496
-1525,-7678,3470,8395,11914,2197
-3087,-7321,3179,8500,12046,2385
-1465,-7775,3333,7560,11840,2108
-2747,-8005,1679,6104,11840,2770
-2629,-8306,4428,9031,12203,2830
-930,-8315,4837,8770,11733,3223
551,-7869,2743,7506,12362,2429
-1305,-7487,2572,7781,13100,2941
-2046,-7279,3957,9105,12455,3207
-3341,-7759,2623,8071,11455,2903
-1769,-8401,5021,8281,11432,2679
963,-7837,4809,9594,12515,1895
-3593,-8370,3917,8945,14145,2863
-2796,-7481,3831,8299,12178,2494
-1195,-7846,2539,6690,10528,2039
1437,-8061,3100,7690,11708,2725
-2044,-8553,2608,8389,12420,3476
-4195,-8393,5215,10263,12851,3287
-121,-7940,5353,9647,12164,1943
1507,-7935,3347,7639,10887,1807
-447,-8205,3559,7983,15375,2555
-1639,-8485,161,5297,11188,1286
-3593,-7783,5278,9315,15449,3881
-11122,-7358,2240,6708,11753,4631
-1864,-7424,1527,5293,9792,1791
-1660,-7026,2712,6457,8515,3343
-222,-8173,3633,9037,11441,3583
1201,-7289,7708,12263,13517,2791
-1270,-7641,6691,11810,16980,2685
2030,-8231,3583,10107,12157,520
-540,-8639,2701,9757,13827,5075
-1105,-9219,4116,8676,10921,2895
-1850,-9237,3682,6416,7528,1147
-3501,-8696,3044,5861,7887,1591
-6083,-8103,2364,5999,10219,3933
-4801,-7169,2488,8125,15895,2915
-932,-7744,2242,8558,18643,2707
-6751,-7634,1101,8325,16829,1197
-3583,-7691,4051,10435,14817,4047
-871,-8518,5048,9100,10996,3201
4172,-7893,5019,8623,12433,2125
-4513,-8669,2043,5725,10184,4185
-1390,-9009,3825,7939,8401,1847
-1492,-8192,5753,11837,12706,2551
-1768,-7253,2492,7675,13992,1783
-743,-6875,1976,6918,12797,2789
102,-8282,2791,7316,11918,3844
-2056,-7759,3534,8295,10759,1063
-62,-6739,4791,9511,13818,2157
-3449,-8874,3113,7685,10719,2435
-1859,-10113,3519,6411,6483,4212
