-2345,-7912,3113,7503,12499,2873
-1177,-7761,2726,7771,13895,2656
-327,-7689,2174,7915,12947,2776
-1249,-8067,3219,7807,10935,2635
-1847,-8379,3267,6595,11380,2318
-1283,-8213,6560,10597,16734,3247
-2731,-8630,4536,8051,9671,1860
-1487,-7946,1632,5119,2349,1734
-1745,-7911,3084,7173,11071,2373
-748,-7777,4917,10561,19639,3449
-2627,-7761,4153,10183,19142,2492
-2707,-7458,2284,7171,11335,3151
-3229,-7868,2546,6461,9668,3111
-2018,-7762,3957,8586,14048,2498
-1123,-7820,4083,7799,9982,2259
-2325,-8307,2104,7918,10405,2383
847,-8973,3036,8209,10184,1792
-1905,-8405,3309,7623,12064,3079
-3319,-7492,3881,8597,13476,2608
-2051,-8201,3884,9167,13673,2541
-566,-7760,3874,8494,14527,2604
-2161,-7681,3777,7119,9945,2549
-2777,-7835,1472,5611,9351,2622
-389,-8447,2788,6691,11346,3341
-2921,-8130,2661,8408,11036,2969
-2195,-7737,3689,8837,12905,2321
-896,-7526,4415,9278,10903,2400
-283,-7791,6177,11463,13936,2289
-3032,-8292,3934,8436,12658,2357
-2702,-7738,3476,8755,14577,2839
-2715,-8093,4643,8873,15809,3437
-299,-7933,1131,6268,9591,2629
-2009,-8087,2947,8203,14161,2163
-2647,-8053,5265,9486,13111,3198
-3613,-7939,3957,7600,12197,3093
-2390,-7551,5475,9525,11291,2600
-1589,-7860,1934,6829,10598,3187
-1149,-8387,325,4567,5199,2039
-2301,-8305,2637,7607,7595,1973
-1843,-8217,3183,7732,14881,2657
-431,-7881,5574,10063,14911,2069
-479,-7865,4553,8233,11470,2737
-967,-8345,3571,8289,13781,2938
-213,-7869,3735,7733,14589,2685
-1693,-8003,3974,6950,8946,2629
-1863,-8745,1836,6249,10705,2691
-4910,-8202,5029,11910,17708,2346
-3154,-8375,1480,7582,11480,2523
-1695,-8516,3543,9355,12110,2950
-1203,-8303,3835,8218,10192,3446
-2329,-8379,3306,7934,6665,2299
-2936,-7980,4248,8865,15759,1820
-1689,-7157,4533,8775,19183,2536
-4636,-7875,3337,8007,17149,2807
-3062,-7641,4761,9982,13209,2561
-1851,-7964,4015,8405,11177,2563
7,-7943,1633,6194,9255,2476
-529,-7728,3607,7869,10782,2744
-4394,-8362,3598,7553,10976,2959
-2613,-8275,2575,6956,13151,3441
-3042,-8873,3161,8576,13094,2677
-2641,-8001,2097,7525,11582,2778
-2134,-8731,2509,7201,10773,2643
-3912,-7281,1758,6412,9411,2184
-2073,-6255,2261,6785,12084,2252
-983,-7548,5845,10709,14065,2501
-1611,-8813,5015,9804,13031,2738
193,-9366,2233,6201,5298,2707
-1570,-8386,3094,7577,7601,2431
-5243,-7984,2773,8011,19026,3039
-5784,-8315,3111,7987,21439,2693
-3161,-8496,2181,7418,14908,2940
-1781,-9025,2915,8023,11829,3233
-947,-7536,4616,8696,11275,2659
-742,-7705,4145,8411,10387,2239
-2313,-7921,4759,9909,12475,2129
-1657,-7359,3961,8747,10612,2817
-1569,-8089,4184,8678,9902,2447
-845,-7901,2708,6668,10750,2684
-305,-8023,3294,7893,12683,2475
-4233,-8457,3395,8160,10899,2981
-2497,-8613,3139,7741,15015,2993
-582,-7619,1287,5062,11450,3079
-2345,-8077,3219,7407,8524,2753
-3418,-7853,4671,10117,9491,2779
-3061,-7533,4111,9150,15689,2849
-3585,-8539,3234,8705,17571,2783
-811,-7469,4423,8532,14207,2560
-416,-7995,3178,7545,11735,2525
-1145,-8289,4359,8759,12043,2497
-2033,-7495,3535,8592,12038,2377
-1299,-7277,2859,8121,10250,2703
-1473,-8057,2906,7464,11440,2725
-2033,-8405,1865,6743,12001,3239
-2445,-9631,1749,6843,11173,3057
-3145,-8716,5495,8416,11925,3027
-2795,-6482,4449,7567,12166,2952
-29,-7049,2567,7605,10951,2676
2155,-7605,3735,8347,10341,2223
-663,-8193,4238,9819,13760,2741
-4205,-8123,4908,9386,10679,3060
-1398,-8153,5069,9651,13535,2263
-3001,-7663,3676,8091,14051,2093
-2950,-8239,2847,7045,11358,2804
-2041,-8040,2568,7034,12291,2951
-3145,-8355,3546,7839,10849,2325
-2929,-7814,4133,9725,11799,2105
-2455,-7367,1404,7729,15773,3174
-1013,-7691,2613,7385,14151,3627
-2971,-8491,3137,8235,11961,3255
263,-7670,4137,8907,12940,2405
-1844,-8993,3333,7038,10271,289
-2082,-7823,3603,8029,12171,1585
-3375,-8138,4022,9081,13558,3631
-2339,-8230,2737,8082,12388,4789
-1265,-8296,1924,6854,11387,2715
-672,-7757,3581,7689,10617,2903
-2108,-7601,4823,7882,11752,3495
-1105,-7880,5119,8857,11944,3877
-3307,-8293,2460,6858,9356,2255
-3565,-7799,595,5543,8810,102
1503,-8342,7476,12593,19931,-1560
2337,-8703,3549,8299,10317,272
-3993,-8161,3934,8747,12794,2481
-160,-6947,205,5334,11151,7063
-2716,-7555,1582,7567,11717,4877
