-1647,-9161,5007,9263,15635,2728
-3101,-9616,2867,7242,10083,3059
-3218,-8499,3220,7987,10063,2479
455,-8169,3774,8708,8104,2481
1172,-8010,3212,7701,4851,2861
-1462,-7190,3919,8679,5053,2205
-2276,-7443,3324,8671,22542,2887
-3840,-5417,3567,7241,26829,3318
-4164,-6757,2521,6423,16518,2867
-2345,-8919,2657,6806,6167,1059
-1261,-9890,4003,8807,4823,2257
-1177,-7555,5537,10714,11215,3642
-1748,-8186,3055,8835,12224,3411
-1117,-8711,2567,6851,9495,2993
-249,-8167,4964,8600,6636,2607
-233,-8805,4099,9063,10783,2305
-2021,-8573,2504,7247,16117,2781
-4282,-8982,3356,7821,19400,2587
-3335,-8971,4523,9638,16959,2505
-2609,-8435,2799,7873,14561,2515
-2039,-7734,2340,6823,11483,2385
-689,-7580,2780,6395,9732,1825
-1325,-7985,3223,7046,8645,2256
-836,-8108,3682,8669,9477,2826
-51,-8121,5375,9522,11843,3421
-748,-7775,2493,6293,2487,2099
-2645,-7429,5235,8879,8503,1800
-2018,-7449,2866,6920,18739,2555
-4951,-7439,3160,7998,14209,2743
-795,-7851,4223,8807,12345,3889
-2022,-8334,4302,9513,12428,2492
-1497,-8353,3719,9296,18577,2493
-2155,-8585,3803,9292,15004,2802
-4196,-7379,2239,7223,10552,2895
-3601,-8141,2829,7399,11130,1939
-1198,-8601,2951,7594,8871,2414
-1339,-8489,2820,7293,9507,1927
-1545,-8435,2938,7904,18279,2625
-2049,-8190,4009,7964,15719,2542
-739,-7635,3607,6999,12246,3273
-2143,-7497,1853,6173,5462,2839
-3085,-7660,2624,8483,10284,2170
-2379,-8023,7021,11617,12217,2473
-463,-8673,4997,8943,9506,2988
116,-8897,2265,6783,8143,2304
-1241,-8987,2799,8332,17799,2611
-2462,-8187,1789,6605,17279,2704
-1661,-7643,2777,6905,11347,1979
-319,-7629,4751,9712,11618,2666
-3017,-7836,2346,7439,10463,2499
-4711,-8089,3165,8661,13881,2934
-5343,-8533,3501,8265,10701,2783
-4057,-7941,3431,7803,3916,2611
-3475,-8709,3183,6997,4919,1340
-1293,-7808,3129,7465,13431,2414
-1115,-7834,3946,8203,16605,3311
-432,-8069,4581,7617,19387,3459
555,-7015,5221,9995,21400,2940
-3078,-8661,2018,7223,15307,2893
-3082,-8166,1111,7127,12165,2175
-2791,-7913,2722,9097,11359,2135
133,-7082,3223,6975,-1790,2991
-672,-8062,6226,10687,5937,2785
-7516,-6776,5051,10028,21079,2055
-4944,-7331,2986,9047,19781,3096
-1816,-9105,1157,5799,10209,2091
1940,-10416,5370,9909,16139,2767
1678,-9887,3709,6554,9495,2665
-699,-9289,1040,5357,7407,3013
1137,-9266,3912,6539,2421,2576
-5677,-8951,4043,8123,15447,2429
-3311,-7184,3681,10363,16942,2353
-4953,-5095,3813,10188,16465,2938
-3713,-5999,2578,7518,15078,2887
-1127,-8810,1746,4599,2295,2367
500,-9941,6999,10523,13121,2473
-506,-8011,4364,9959,17930,2857
-1989,-7835,4133,10426,16325,2855
-3424,-9187,793,5062,-6606,2095
-4915,-7786,3280,8800,6143,2461
-2650,-925,3267,7954,19525,3225
