719,-8048,3687,7765,9629,1543
-3026,-8817,4301,11042,17639,2971
-1679,-9259,5793,11470,20029,3197
-5145,-7289,4447,9254,16971,2904
-3273,-6009,2685,6647,13376,1828
-2371,-6325,3506,9069,14065,3334
-1935,-8302,4155,9164,14861,2431
-1968,-9241,2081,7163,11585,2625
-3767,-9260,1601,5809,10043,2538
-5561,-9309,1755,5603,9462,3243
-1873,-8187,4245,8700,12287,2803
2101,-7165,5132,8372,11791,2313
669,-6801,4566,9655,11629,1667
-2141,-7170,4413,8946,8924,1745
-4424,-7068,1989,5995,9409,3285
263,-6987,1190,8142,11006,3590
12,-8041,4460,11705,14654,3444
-652,-8662,6312,10883,15385,2186
-1679,-9241,4375,8749,16415,3042
-4347,-7851,1426,6612,15246,3109
-5133,-7333,1977,7293,13978,1400
-3353,-8820,3706,8284,11720,1692
-943,-8045,3435,7368,12920,2375
-2519,-8385,3415,6973,10589,3453
515,-7070,5999,9140,10796,3057
-1187,-7961,2336,7273,10354,3256
333,-8845,3317,7815,10839,2887
-3665,-6527,2595,8211,12589,3129
-3791,-7806,5849,11229,12653,2519
-4589,-8173,6587,12622,14007,1187
39,-7787,5040,9877,14008,2495
-1179,-9115,5635,9980,12563,2937
-204,-8714,4107,9470,11568,2549
1042,-8193,1695,6191,10089,2256
-2637,-8402,2410,7903,13255,3067
-2503,-9132,1051,5598,11655,2709
-2432,-7694,2553,7034,12643,3639
-1609,-7281,2303,7811,12503,3481
-391,-6886,3221,6949,11603,2071
-1927,-6253,2242,5509,10311,2242
-2065,-7925,2969,8365,13255,2028
-3385,-7988,4971,8096,12580,3447
-49,-8223,6141,10633,12585,3122
-1707,-8325,4746,10786,12209,1711
-1696,-9381,3855,8415,12221,3115
-3091,-8494,1019,6151,12261,2959
191,-7603,2159,5999,13253,3429
-4821,-7630,4607,10259,12097,2491
619,-6914,5999,10885,10188,1870
-1453,-8332,4836,9769,12761,2800
-2159,-8903,3151,7341,11613,2392
-4409,-7813,1974,5583,13007,2757
47,-8012,3507,7351,10397,2483
-239,-8798,3104,7491,8887,2001
-41,-6979,4299,10988,13909,2849
-629,-6965,3320,8559,12782,4086
-3383,-8262,2576,7534,13944,3492
-4256,-7999,1919,6379,13585,2298
-3042,-7851,3109,8360,13527,1697
-4255,-7951,3082,7185,12337,3517
-2451,-8120,4276,8809,11319,3273
2423,-8099,3961,9435,14448,2211
-4473,-8075,-17,4893,9364,3074
-1257,-8178,5748,9201,12517,3335
-747,-8486,3751,8809,12501,377
-523,-8198,5166,10772,12651,2329
-2273,-8633,3457,8742,11031,5143
-1588,-7705,5215,9887,13481,3575
3465,-8049,2962,7181,11333,3013
-7216,-7578,2590,7961,11925,1799
-5071,-7319,3472,8899,12999,1992
-3485,-8130,2393,7354,15849,3511
2527,-8017,3863,7861,13013,2225
-2038,-8412,3332,7315,9627,3993
-2454,-8314,4093,8799,9304,4619
-2495,-8075,3839,7799,12422,439
-7806,-8535,1448,4988,11310,1689
-8383,-7788,2703,7398,14299,2771
1876,-7959,4673,10596,13428,2041
-1521,-7945,2783,7199,12771,4847
-893,-7865,4087,9004,12891,1989
-1142,-8287,5010,9311,10740,1987
499,-7857,4077,9274,13021,3340
-1760,-7621,4345,9597,14201,2967
1023,-8635,3294,7465,12550,2158
221,-8339,421,5937,12268,2397
-167,-8095,3783,8637,11587,2754
-3688,-8953,5314,9218,12331,3697
-8795,-7056,3673,9172,11870,2603
-4003,-7069,2697,7375,10837,1682
-506,-8275,2390,7399,12483,3207
-3750,-8377,2783,7265,11889,3211
-6005,-7881,4359,8395,12519,2103
-2361,-8778,3645,8119,12071,1313
306,-7398,3783,9249,15207,3743
-2517,-8080,1873,7587,12995,3200
-4745,-8624,2867,8354,14687,2951
-5407,-8432,4300,10207,15621,2871
-1757,-7997,3902,9227,12794,3317
-694,-7889,4137,8620,12940,3759
-371,-8143,3981,8661,12631,2316
-2691,-8593,4403,9568,14813,1317
-2692,-8057,4173,8803,15023,1744
-2863,-7379,3748,8557,13204,3597
-1643,-8683,2637,7159,10215,1889
253,-8193,4317,8685,13184,759
-4439,-7730,3295,8243,12477,4289
-647,-7373,3370,8508,12441,2495
411,-7734,3444,7767,12305,3114
-4214,-8213,3555,8684,13127,2863
-3525,-7451,3847,8945,13606,3643
945,-7685,4292,8705,12856,2189
-2709,-8089,3742,8943,12263,2151
-1955,-7709,3483,8131,12638,2719
-2160,-8317,3602,8736,14087,2980
-1972,-7819,3410,7922,11902,3581
-1492,-8228,3007,7367,9979,2345
-1217,-8079,3019,7925,11569,2572
-2216,-7615,3691,8543,12325,1601
-235,-7799,3377,8155,12078,2795
-4151,-7837,4188,8810,11487,2459
-2956,-7864,2701,7241,10836,3291
-7535,-8390,2465,6630,10851,3302
-906,-7869,3391,7853,12713,2346
2524,-7834,4097,9403,14275,2313
-1484,-8057,3102,7642,11132,2380
-308,-8089,3622,8047,12429,3377
486,-7693,3658,8428,13894,2684
-2377,-7953,3164,7593,12811,1572
-1517,-7991,3753,8471,12863,2592
-1231,-7714,3091,7812,11536,1887
-1897,-7711,3549,8846,12854,3818
-2959,-8221,2873,7853,12104,4678
-1064,-8073,3256,7747,11975,3608
-2187,-7927,2990,7639,11681,2265
-1038,-7925,2403,7786,11915,1543
-3136,-7965,3355,8039,12283,2576
-2697,-7970,3509,7895,11879,2348
