-65,-8468,6595,12055,27365,2334
-1041,-8145,3379,8500,21309,2413
-2573,-7792,795,6026,15038,3283
-6225,-7733,2125,7131,15359,2335
-4751,-8505,2767,8735,11836,2855
-1925,-8808,4185,10146,9535,3055
-1377,-9063,4810,9516,10863,2495
-1425,-7815,2915,6428,5956,3199
2995,-6951,3253,7992,6595,2690
-1355,-7537,4767,9895,12091,2683
-2153,-8340,2096,7063,10305,3165
-2970,-8861,1079,4921,5819,2579
-1445,-7977,3910,7969,8913,1845
-177,-7399,4638,10228,10769,2190
-1088,-7388,5559,9681,19106,2996
-3361,-8181,3351,8529,20043,2408
-2532,-8116,2664,8342,18583,3133
-3061,-7607,3629,8488,12123,2523
459,-8195,2866,7438,11867,2330
-2089,-8256,2663,5397,10469,3161
-2767,-9231,1591,6342,10239,3012
-3100,-8193,3489,8823,13911,3801
-2430,-7832,4049,9975,14936,2231
-2492,-7161,1315,7099,12223,2669
-1855,-6725,2835,7599,8827,1207
-718,-7113,3893,7684,7290,1735
1831,-8104,4998,9821,12188,2559
-799,-6808,3397,8646,17335,4205
-1303,-7593,2007,8005,14555,5447
-3728,-9009,4045,8919,11951,2517
-3155,-9234,3510,8173,11475,1261
-1419,-8561,3779,8327,12271,127
-179,-8577,3400,7649,12519,3041
-797,-8553,3778,7771,9623,2625
-2293,-8693,3132,7736,10647,2414
-5198,-8073,207,4987,10852,3001
-1142,-7293,195,5212,8077,2951
-1113,-7481,4939,10227,12920,2545
-1019,-6947,5366,10744,15815,2793
-2959,-7457,6183,10423,12876,3545
-437,-8029,5785,10639,12319,2671
-90,-8104,5629,10386,14395,1951
-2875,-8300,3157,6972,14852,717
-4043,-8459,1799,6733,14952,3732
-2065,-8014,-109,5542,9289,3207
-1684,-8895,858,4615,9254,1947
-4473,-9211,-6,4822,9625,2188
1958,-7379,5751,8639,12209,3499
-330,-7121,2539,8023,14379,3159
78,-7367,4015,10172,14119,2623
-5041,-7717,8091,13128,14872,3727
