-4395,-7035,2192,9477,13551,2839
-4715,-8169,4371,8406,14249,3864
-3969,-7351,3855,3163,9310,2612
-1422,-5493,-133,-1691,-137,2440
-2777,-7269,-3074,-3193,6864,2203
-933,-9209,-74,3665,13614,2417
298,-11198,6283,15359,19815,2314
1509,-11065,6897,19815,20131,2891
-2956,-7601,9630,20048,20018,1665
-317,-7993,8498,16797,14857,2492
2334,-8233,6049,12115,13105,4174
-2184,-7047,916,5967,8083,3590
-1605,-7619,1461,3023,6213,3703
-778,-6861,303,2747,4121,1610
-441,-6937,-1204,1603,7937,2279
-1225,-5497,8009,8909,12633,2793
-3032,-4473,6907,5308,6523,1995
-5609,-4095,307,-2479,7317,1097
-3121,-12967,1672,6053,19635,2495
-2866,-14452,5092,17361,28695,4141
-1449,-9735,7195,21581,26937,3704
-1914,-8699,8904,21319,22673,1741
-4041,-11023,5861,14303,13490,1375
-3072,-12165,5635,11665,9928,1129
-1567,-7763,1213,6595,8007,2617
-3613,-9649,-1305,2784,9061,5806
-2791,-5085,1050,3670,11351,4496
-5853,-4129,1345,4727,9807,529
-6721,-4337,-108,8787,15271,-529
-4251,-5924,277,6955,13021,1593
-2775,-11428,2855,8459,14269,6244
-1990,-15755,1908,6887,13056,6831
345,-11239,3251,7191,11527,7614
-7897,-8471,5361,10359,15154,8649
-4985,-7661,3009,7703,10587,-2495
-232,-7594,3373,7271,8639,-9899
-3668,-7281,1784,5801,8323,-8585
-1592,-5987,3757,7907,9929,2289
1100,-7052,3153,7807,13099,10312
-2788,-7945,799,4997,10657,11210
-7055,-8287,2643,7012,8842,9219
-1905,-7733,4376,8884,13680,10511
-3923,-8099,3511,9223,16999,5022
-5253,-7953,3641,8568,19779,-9075
-3442,-8652,4903,10903,16963,-15315
-2338,-8348,985,6009,8866,-6549
1471,-8385,2278,4664,7831,14925
1449,-8025,5565,7808,4447,20504
-2027,-7493,6061,7349,931,7000
1434,-6883,3472,5534,10458,-7992
2829,-6625,2311,4227,16879,-11725
1716,-6757,3665,6593,19959,1891
-6077,-7965,837,10820,20482,13083
-8652,-9782,-515,10080,17060,9191
-5572,-9345,867,9615,15051,3515
-2175,-9708,3903,11933,12787,3408
-7729,-12872,4457,14114,7802,5633
-1389,-8305,2424,6190,-5823,5261
1192,-6201,1254,-1954,-4724,-446
251,-8579,2003,-485,14155,-3529
1804,-6158,6671,3607,18903,-1267
4177,-4549,5771,6051,24150,2601
5985,-4592,4983,12313,24515,4144
-916,-9441,4779,16826,6459,4683
-3847,-9919,4205,12388,-7950,5458
-12808,-9825,-70,805,-1047,4051
-4915,-8588,1441,-2777,18896,487
-4853,-7693,2885,8340,28342,-232
-2800,-7499,1825,12669,14803,1855
4530,-6389,7317,12329,-2628,4411
7715,-4983,11520,13023,-12844,4393
-4188,935,8853,2375,-21599,4529
-7415,-6579,2668,-14165,-8773,3553
2202,-14583,5409,-7053,32767,2089
7002,-10193,3573,12647,32767,1252
9617,-9919,-7125,20296,32767,794
12829,-5155,-6200,19249,30915,1587
-905,-9217,-1688,9453,2193,2904
-6319,-7493,-12,11289,8472,2695
-4654,-4085,1214,11331,11005,2393
-223,-6152,5103,8282,13860,3277
-2465,-10257,4382,7225,10941,2762
-6091,-10553,7003,8135,11307,2903
-5055,-3979,9879,16295,12141,2585
-3173,-4629,12599,20295,10343,2027
-6399,-11081,5710,11747,-2598,3130
1833,-9946,2671,6573,5768,3644
5127,-9070,3580,3675,459,3353
-1556,-7780,2634,183,-7926,3478
-8275,-8863,3219,-511,13078,1340
-8622,-9539,2844,2939,27983,2147
-2889,-7819,509,6458,30423,2732
6743,-6473,2884,12026,23884,3594
576,-6728,1539,12700,14827,2845
-4860,-7003,3885,12249,12606,2227
-2733,-7865,5635,13732,12016,1786
