-4559,-6664,645,2416,14223,4738
1492,-5382,990,4351,9029,1229
3974,-7385,7632,11377,16383,-236
798,-8427,4106,9819,13137,1601
-12655,-8922,2329,9997,9641,5815
-1790,-4693,4585,11699,15673,2367
-6740,-8454,1967,9819,13365,2847
1354,-10276,5357,14894,20609,3787
-1274,-7616,5560,13482,19009,5562
-17,-7200,3089,9133,7287,3191
1671,-8596,4633,11109,8614,-5321
-4159,-8457,2655,8300,11074,-6270
-2262,-7515,2738,6957,13796,2409
985,-7152,2549,5181,9728,8399
2235,-8844,4279,3287,4885,10743
-10007,-8001,2873,4167,9664,4503
3347,-6938,4512,7505,16125,1677
540,-8326,2589,7811,16220,2427
325,-7750,1630,5305,14026,5527
-8608,-8517,1863,5521,10023,3639
916,-8441,4937,11195,16387,273
-6427,-7346,4403,10153,10717,-828
101,-8280,3949,7216,5507,-1469
10019,-8418,7177,9851,10636,6257
-5679,-7643,4891,12870,19812,7821
-5013,-7253,4686,8821,18651,2748
-5687,-6948,2426,7383,13559,3723
-511,-7253,1253,4923,4088,7543
6305,-9305,4647,4455,-2863,5587
1383,-8542,4237,8209,8253,2187
-8347,-7067,4084,10657,22221,-7785
-1921,-8090,5969,11701,22431,-6093
-2051,-7620,957,5739,13501,4423
-5241,-8675,3358,10715,12354,2169
-7821,-8265,493,4427,5229,8249
-2935,-7321,3127,7149,10341,11647
-6289,-8281,2113,3559,6006,5007
14669,-7462,5699,9497,9577,-1352
13091,-7437,7114,13030,17792,-4628
-9533,-7860,5270,10649,15465,3239
-13131,-7701,3925,9241,15868,3456
-5491,-8074,1875,7323,16639,-1714
-33,-8553,3821,7479,14861,579
-909,-8467,4333,6973,10859,6959
2497,-8511,3722,6782,7320,8356
1273,-7099,1910,9039,10012,5011
-4955,-7623,3719,7982,10388,5387
6640,-7599,3529,6179,8865,3201
